DATAFLOW,LAST UPDATE,freq,unit,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2020,2.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2021,1.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2022,2.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2023,4.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2024,5.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Norway,2025,6.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2016,4.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2017,6.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2018,7.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2019,6.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2020,5.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2021,7.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2022,11.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2023,11.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2024,11.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Poland,2025,7.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2016,2.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2017,2.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2018,2.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2019,1.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2020,7.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2021,2.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2022,5.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2023,5.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2024,7.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Portugal,2025,5.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2016,9.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2017,14.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2018,33.3,b,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2019,12.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2020,7.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2021,5.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2022,13.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2023,18.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2024,13.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Romania,2025,13.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2016,0.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2017,5.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2018,5.0,b,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2019,-0.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2020,11.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2021,6.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2022,13.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2023,14.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2024,14.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Serbia,2025,13.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2016,2.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2017,1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2018,3.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2019,2.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2020,1.2,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2021,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2022,3.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2023,4.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2024,3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Sweden,2025,2.9,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2016,2.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2017,5.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2018,4.0,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2019,4.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2020,2.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2021,5.4,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2022,7.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2023,10.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2024,7.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovenia,2025,8.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2016,4.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2017,5.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2018,7.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2019,6.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2020,7.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2021,5.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2022,6.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2023,8.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2024,6.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Slovakia,2025,6.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2016,21.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2017,9.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2018,20.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2019,25.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2020,17.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2021,19.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2022,72.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2023,106.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2024,95.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),Türkiye,2025,38.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),United Kingdom,2016,2.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),United Kingdom,2017,1.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),United Kingdom,2018,4.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Wages and salaries (total),United Kingdom,2019,2.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2016,2.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2017,1.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2018,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2019,3.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2020,3.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2021,1.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2022,4.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2023,9.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2024,9.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Austria,2025,5.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2016,-0.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2017,-0.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2018,0.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2019,0.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2020,1.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2021,1.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2022,6.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2023,7.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Belgium,2024,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2016,6.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2017,12.8,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2018,9.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2019,12.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2020,6.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2021,4.2,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2022,16.5,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2023,13.1,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2024,12.3,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Bulgaria,2025,12.6,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2016,-2.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2017,-3.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2018,3.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2019,14.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2020,3.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2021,5.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2022,3.6,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2023,5.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2024,6.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Cyprus,2025,3.9,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2016,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2017,8.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2018,8.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2019,8.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2020,3.7,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2021,6.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2022,5.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2023,8.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2024,6.7,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Czechia,2025,6.9,p,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2016,3.0,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2017,3.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2018,3.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2019,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2020,2.3,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2021,0.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2022,11.5,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2023,5.8,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2024,3.9,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Germany,2025,2.4,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Denmark,2016,3.1,,
ESTAT:LC_LCI_R2_A$DEFAULTVIEW(1.0),17/09/24 23:00:00,Annual,Percentage change on previous period,Industry and construction,Labour costs other than wages and salaries,Denmark,2017,2.7,,
